"Date/Time (EDT)","Zone","Section","Row","Qty","Price"
"12-03-22 / 10:53 PM","300-Level","312","9","2","702"
"12-03-22 / 10:53 PM","Field Level","FLR-P","28","1","1125"
"12-03-22 / 06:49 PM","100-Level Club","109C","9","2","1215"
"12-03-22 / 03:03 PM","300-Level","334","5","1","360"
"12-03-22 / 03:03 PM","100-Level","132","32","2","765.45"
"12-03-22 / 03:03 PM","300-Level","317","11","1","495"
"12-03-22 / 03:03 PM","300-Level","343","18","6","517.5"
"12-03-22 / 03:03 PM","300-Level","340","23","4","678.51"
"12-03-22 / 11:14 AM","Field Level","FLR-J","28","2","1530"
"12-03-22 / 04:59 AM","100-Level Club","130C","20","2","1503"
"12-03-22 / 01:14 AM","300-Level","332","16","2","675"
"12-03-22 / 01:14 AM","300-Level","306","20","1","445.9"
"12-03-22 / 01:14 AM","300-Level","342","2","1","790.2"
"12-02-22 / 09:04 PM","100-Level","122","46","2","1536.08"
"12-02-22 / 09:04 PM","100-Level","122","45","2","1815.37"
"12-02-22 / 09:04 PM","100-Level","116","45","2","1955.02"
"12-02-22 / 09:04 PM","100-Level","122","36","2","890.1"
"12-02-22 / 09:04 PM","100-Level","116","46","2","1396.44"
"12-02-22 / 04:56 PM","300-Level","345","10","2","450"
"12-02-22 / 04:56 PM","300-Level","346","5","2","449.1"
"12-02-22 / 04:56 PM","Loge Box","124L","15","3","1215"
"12-02-22 / 04:56 PM","300-Level","340","23","6","678.51"
"12-02-22 / 04:56 PM","300-Level","314","24","2","581.03"
"12-02-22 / 12:54 PM","300-Level","335","17","2","585"
"12-02-22 / 03:10 AM","100-Level","116","26","2","1080"
"12-01-22 / 11:20 PM","100-Level Club","112C","9","2","1350"
"12-01-22 / 07:27 PM","300-Level","340","10","1","405"
"12-01-22 / 07:27 PM","100-Level Club","130C","17","4","1181.7"
"12-01-22 / 09:40 AM","100-Level","107","38","3","855"
"12-01-22 / 01:20 AM","300-Level","327","19","2","720"
"11-30-22 / 10:27 PM","300-Level","323","24","6","866.95"
"11-30-22 / 10:27 PM","200-Level","235","10","2","1358.11"
"11-30-22 / 10:27 PM","100-Level","122","30","2","1062.15"
"11-30-22 / 07:09 PM","S2 Suite Level","S207","9","2","882"
"11-30-22 / 03:59 PM","100-Level","125","","2","1439.1"
"11-30-22 / 03:59 PM","200-Level","204","10","6","1080"
"11-30-22 / 03:59 PM","100-Level","131","19","1","1328.4"
"11-30-22 / 01:02 PM","300-Level","332","24","2","495"
"11-30-22 / 01:02 PM","300-Level","326","21","1","810"
"11-29-22 / 11:00 PM","100-Level","114","28","3","1146.63"
"11-29-22 / 11:00 PM","200-Level","230","6","3","999"
"11-29-22 / 11:00 PM","200-Level","217","6","1","500.4"
"11-29-22 / 07:49 PM","100-Level","133","22","2","625.5"
"11-29-22 / 07:49 PM","Field Level","FLR-A","27","6","2058"
"11-29-22 / 07:49 PM","200-Level Club","237C","2","5","1440"
"11-29-22 / 04:51 PM","300-Level","315","11","2","699.3"
"11-29-22 / 04:51 PM","100-Level Club","130C","12","4","2195.48"
"11-29-22 / 04:51 PM","100-Level Club","126C","7","2","1012.5"
"11-29-22 / 04:51 PM","Field Level","FLR-M","9","3","1458"
"11-29-22 / 01:56 PM","100-Level","133","33","2","810"
"11-29-22 / 01:56 PM","Field Level","FLR-H","19","2","1710"
"11-29-22 / 08:46 AM","300-Level","327","14","2","629.1"
"11-29-22 / 12:32 AM","300-Level","314","14","2","675"
"11-29-22 / 12:32 AM","300-Level","322","17","3","517.5"
"11-27-22 / 10:53 PM","Field Level","FLR-J","2","2","2160"
"11-27-22 / 10:53 PM","Field Level","FLR-K","15","2","1620"
"11-27-22 / 02:56 PM","200-Level","241","10","2","898.2"
"11-27-22 / 02:56 PM","300-Level","337","17","6","720"
"11-26-22 / 10:12 PM","100-Level","120","39","2","945"
"11-26-22 / 05:07 PM","300-Level","341","10","2","603"
"11-26-22 / 07:10 AM","Field Level","FLR-P","5","2","2070"
"11-26-22 / 05:02 AM","Field Level","FLR-C","6","2","2475"
"11-26-22 / 12:51 AM","300-Level","309","3","3","1188"
"11-26-22 / 12:51 AM","Field Level","FLR-G","6","2","1999.8"
"11-26-22 / 12:51 AM","300-Level","340","5","3","1125"
"11-26-22 / 12:51 AM","100-Level","118","39","3","1800"
"11-25-22 / 10:11 PM","100-Level","120","43","2","1537.12"
"11-25-22 / 10:11 PM","300-Level","314","5","4","810"
"11-25-22 / 10:11 PM","300-Level","305","1A","2","585"
"11-25-22 / 04:55 PM","Field Level","FLR-G","28","2","1329.16"
"11-25-22 / 04:55 PM","300-Level","308","1","3","742.5"
"11-25-22 / 04:55 PM","100-Level Club","111C","35","2","1349.1"
"11-25-22 / 04:55 PM","300-Level","311","12","2","598.5"
"11-24-22 / 11:08 PM","Field Level","FLR-P","18","2","1350"
"11-24-22 / 11:08 PM","200-Level Club","237C","4","1","1541.7"
"11-24-22 / 11:08 PM","300-Level","340","26","4","1080"
"11-24-22 / 11:08 PM","100-Level Club","127C","6","4","1980"
"11-24-22 / 07:16 PM","300-Level","340","13","2","630"
"11-24-22 / 07:16 PM","300-Level","340","12","2","1350"
"11-24-22 / 07:16 PM","Field Level","FLR-G","8","2","2835"
"11-24-22 / 07:16 PM","Field Level","FLR-F","18","4","3000.6"
