"Date/Time (EDT)","Zone","Section","Row","Qty","Price"
"12-22-22 / 07:25 AM","Hall of Fame","143","15","3","823.2"
"12-22-22 / 07:25 AM","Club Mezzanine","C338","11","2","1146.6"
"12-22-22 / 07:25 AM","Upper Concourse","438","13","2","568.4"
"12-22-22 / 07:25 AM","Field","N","11","6","2242.24"
"12-22-22 / 07:25 AM","Hall of Fame","119","11","6","1224.99"
"12-21-22 / 11:40 PM","Club Hall of Fame","C110","2","2","1530"
"12-21-22 / 07:17 PM","Upper Concourse","417","3","3","621.76"
"12-21-22 / 07:17 PM","Upper Concourse","434","16","4","414"
"12-21-22 / 03:06 PM","Upper Concourse","441","21","4","405"
"12-21-22 / 03:06 PM","Upper Concourse","417","20","2","405"
"12-21-22 / 03:05 PM","Field","F","5","2","1350"
"12-21-22 / 03:05 PM","Hall of Fame","120","17","2","990"
"12-21-22 / 03:05 PM","Upper Concourse","434","13","1","421.95"
"12-21-22 / 11:20 AM","Upper Concourse","447","25","2","379.76"
"12-21-22 / 03:29 AM","Main","242","7","1","405"
"12-21-22 / 03:29 AM","Main","216","2","2","708.1"
"12-20-22 / 07:44 PM","Club Mezzanine","C336","15","3","715.5"
"12-20-22 / 07:44 PM","Main","223","8","2","675"
"12-20-22 / 07:44 PM","Field","F","4","4","3003"
"12-20-22 / 07:44 PM","Field","B","25","6","1819.09"
"12-20-22 / 07:44 PM","Upper Concourse","411","5","2","899.9"
"12-20-22 / 07:44 PM","Upper Concourse","433","3","4","818.64"
"12-20-22 / 06:04 AM","Main","203","5","2","450"
"12-20-22 / 02:00 AM","Main","242","10","1","315.12"
"12-20-22 / 02:00 AM","Hall of Fame","129","16","2","900"
"12-19-22 / 09:27 PM","Upper Concourse","437","27","2","499.5"
"12-19-22 / 09:27 PM","Club Mezzanine","C336","13","2","764.1"
"12-19-22 / 04:32 PM","Upper Concourse","441","21","2","427.5"
"12-19-22 / 04:32 PM","Main","242","3","2","585"
"12-19-22 / 07:23 AM","Upper Concourse","445","10","2","450"
"12-19-22 / 03:20 AM","Club Mezzanine","C337","11","2","737.25"
"12-19-22 / 03:20 AM","Upper Concourse","416","13","2","720"
"12-18-22 / 10:15 PM","Club Mezzanine","C307","8","2","495"
"12-18-22 / 10:15 PM","Upper Concourse","450","6","2","389.25"
"12-18-22 / 05:40 PM","Mezzanine","327","12","6","801.73"
"12-18-22 / 05:40 PM","Club Main","C210","12","2","992.25"
"12-18-22 / 05:40 PM","Upper Concourse","411","24","4","545.91"
"12-18-22 / 05:40 PM","Hall of Fame","124","12","6","1272.03"
"12-18-22 / 01:15 PM","Upper Concourse","434","16","2","382.5"
"12-18-22 / 12:09 AM","Club Mezzanine","C336","13","3","764.1"
"12-18-22 / 12:09 AM","Club Hall of Fame","C109","13","4","1991.82"
"12-17-22 / 07:14 PM","Upper Concourse","441","10","2","674.1"
"12-17-22 / 07:14 PM","Upper Concourse","438","20","2","409.5"
"12-17-22 / 07:14 PM","Upper Concourse","420","25","3","526.62"
"12-17-22 / 09:38 AM","Mezzanine","341","7","2","508.5"
"12-17-22 / 12:40 AM","Upper Concourse","447","25","2","379.76"
"12-16-22 / 02:25 PM","Upper Concourse","450","","2","418.5"
"12-16-22 / 02:25 PM","Upper Concourse","444","17","4","441"
"12-16-22 / 02:25 PM","Field","A","13","2","2460"
"12-16-22 / 02:25 PM","Club Main","C210","6","4","1436.55"
"12-16-22 / 09:36 AM","Upper Concourse","434","15","2","526.5"
"12-16-22 / 12:30 AM","Field","M","6","5","2700"
"12-15-22 / 07:36 PM","Upper Concourse","411","2","1","360"
"12-15-22 / 07:36 PM","Club Main","C210","7","2","1454.03"
"12-15-22 / 07:36 PM","Club Main","C210","8","4","1483.13"
"12-15-22 / 07:36 PM","Club Hall of Fame","C110","17","2","1648.03"
